bug_id,long_description,severity_category
CAMINO_GRAVEYARD-337571,"We don't allow folders to have keywords so the keyword field in the Folder view of the info panel should be disabled.

Right now it's not in the tab loop but you can still click there add a keyword and watch it be discarded when you leave the field :P

We should disable the field entirely (and maybe make the label grey?) until such time as we actually support keywords for folders/tab groups if ever (I thought there was a bug but I can't find it).

Blocking bug 325880 because this *is* just a .nib change :)",trivial
BUGZILLA-298306,"User-Agent:       Mozilla/4.0 (compatible MSIE 6.0 Windows NT 5.0)
Build Identifier: Bugzilla 2.18

I have created a schedule task Collectstats.pl. After that old chart was 
not displaying internal error. But as I create a new product and then run this 
scheduled task. After that open the Old Chart and select old products name 
in Product and click Continue it is not displaying any error. but if I 
select new product's name in Product option and click Continue it is 
displaying error message The tool which gathers bug counts has not been run 
yet.

Reproducible: Always

Steps to Reproduce:
1.Create new product.
2.Run the scheduled task collectstats.pl
3.Open the Old Chart and select new product name in Product and 
click Continue.
Actual Results:  
URL: http://bugzilla:81/reports.cgi?product=Shinsat&datasets=NEW%
3A&datasets=ASSIGNED%3A&datasets=REOPENED%3A&datasets=UNCONFIRMED%3A

Displaying Internal error The tool which gathers bug counts has not been run 
yet.

Expected Results:  
Shouldn't displayed any error. And should displayed graph with latest data.",minor
FIREFOX-283966,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8b2) Gecko/20050226 Firefox/1.0+ (PowerBook)
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8b2) Gecko/20050226 Firefox/1.0+ (PowerBook)

The last created Mac nightly is firefox-1.0+.en-US.mac.dmg from 25-Feb-2005.
Since 26-Feb-2005 there's a big (26MB) but empty file called
rw.firefox-1.0+.en-US.mac.dmg in the latest-trunk folder.

Workaround: Use nightlies provided by Powerbook at http://homepage.mac.com/krmathis/

Reproducible: Always

Steps to Reproduce:
1. Visit http://ftp.mozilla.org/pub/mozilla.org/firefox/nightly/latest-trunk/
2.
3.

Actual Results:  
No current firefox-1.0+.en-US.mac.dmg

Expected Results:  
A current firefox-1.0+.en-US.mac.dmg that's not 26MB",blocker
CORE-529119,"There is some funky behavior going on recently with XUL error pages.  'Try Again' button loads the previous page you were on and the back button on the navigation bar seems to pick a random spot in the history to load.

STR:
1) Load http://www.google.com in a new tab
2) Go to http://www.23456789iuybh87g.com
3) Hit the 'Try Again' button google loads
4) Repeat steps 1-2
5) Hit the back button on the navigation bar and some random page from the history loads and not google

Regressed between 20091110 and 20091111
Pushlog for that range: http://hg.mozilla.org/mozilla-central/pushloghtml?fromchange=f4ef40336cc6&tochange=2eb351cc47d3",major
CORE-328745,"Consider the following code for js shell:

var x = [] x.foo = x

var y = {} y.f = function() { } y.f.bar = y.f

print(uneval(x))
print(uneval(y))

Currently it prints:

#1=[]
({f:#1=(function () {})})

where #1 is a leftover from the fact that toSource for Object and Array consider that all enumeratable properties from the object graph would be serialized. See MarkSharpObjects from jsobj.c But this is not the case when toSource does not include all the properties as above example demonstrates.

It would be nice if unnecessary sharp variables would be avoided.",minor
CORE-130767,"tables has set:
border-style: none
padding: 0
margin: 0
width: 100%
div has set:
nothing that should affect this

sometimes the table and div line up (ie have the save width) sometimes they
don't.  (if I up'ed my resolution they lined up fine.)  I'm guessing there's a
floating point involved here someplace that is behaving differently between the
two (this is the only thing I can think of besides my code being invalid but
I'm pretty sure my code is right).",minor
CORE-503950,"User-Agent:       Mozilla/5.0 (OS/2 U Warp 4.5 en-US rv:1.9.1) Gecko/20090621 Firefox/3.5
Build Identifier: 

E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In function 'void* PluginWndProc(HWND ULONG void* void*)':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:182: error: no matching function for call to 'nsIPluginInstance::GetMIMEType(char**)'
../../../../dist/include/nsIPluginInstance.h:181: note: candidates are: virtual nsresult nsIPluginInstance::GetMIMEType(const char**) 
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In member function 'nsresult nsPluginNativeWindowOS2::SubclassAndAssociateWindow()':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:325: warning: ISO C++ forbids casting between pointer-to-function and pointer-to-object
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:333: warning: unused variable 'win'
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp: In member function 'nsresult nsPluginNativeWindowOS2::UndoSubclassAndAssociateWindow()':
E:/usr/src/hg/mozilla-central/modules/plugin/base/src/nsPluginNativeWindowOS2.cpp:355: warning: ISO C++ forbids casting between pointer-to-function and pointer-to-object
make.exe[5]: *** [nsPluginNativeWindowOS2.o] Error 1

after checkin for bug503377

Reproducible: Always",major
MAILNEWS_CORE-340886,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 de rv:1.8.0.4) Gecko/20060508 Firefox/1.5.0.4
Build Identifier: Thunderbird Version 1.5.0.4 (20060516)

When deleting or separating an attachment from an incoming mail the junk status of this mail always changes from no junk (or junk) to unknown (it shows the red question mark). 

Reproducible: Always

Steps to Reproduce:
1. You get mail which is automatically or manually marked as junk (j) or no junk (shift+j)
2. Now delete or separate an attachment from this mail


Actual Results:  
You'll see the junk status will change to unknown

Expected Results:  
Thunderbird shouldn't forget the junk status of a mail.

This is Thunderbird Version 1.5.0.4 with the Mnenhy 0.7.4 extension installed but I don't think that Mnenhy is responsable for this behaviour.",critical
MOZILLA.ORG_GRAVEYARD-489155,"Please put this video file:
http://labs.silverorange.com/files/mozilla-videos/en.mp4

In this dir:
http://videos.mozilla.org/firefox3/screencast1/",major
CORE_GRAVEYARD-124332,"The JavaScript Console uses a variable with font.  This means that features like
the green arrow which underlines the point in a line with the JS fails is hard
to match up.

Switching to a fixed with font would make the green arrow appear under the point
in the line with the JS fails just making the feature useful.",trivial
BUGZILLA-161356,"for my suse 7.1 linux I had to install
   perl -MCPAN -e 'install File::Temp'
before I could do
   perl -MCPAN -e 'install Template'
(the dependency wasn't picked up automatically.

So you might want to add File::Temp to the list of modules on that page.

Cheers!

Andy",minor
BUGZILLA-108581,"CPAN::Bugzilla will need to be updated with the new modules
and new versions of modules listed in checksetup.pl before or
coinciding with the Bugzilla v2.16 release.",blocker
CORE-313398,"User-Agent:       Mozilla/5.0 (Macintosh U Intel Mac OS X en) AppleWebKit/417.2 (KHTML like Gecko) Safari/417.1
Build Identifier: Trunk

On build 8F1099 of Mac OS X on Intel an unoptimized debug build of Firefox crashes on launch in 
XPTC_InvokeByIndex with a misaligned stack.  The misalignment happens within XPTC_InvokeByIndex 
itself which doesn't appear to be properly aligning the first call in the inline asm.

Program received signal EXC_BAD_INSTRUCTION Illegal instruction/operand.
0x8fe12ee4 in __dyld_stub_binding_helper_interface ()
2: /x $esp = 0xbfffd8b8
1: x/i $pc  0x8fe12ee4 :       movdqa %xmm032(%esp)
(gdb) bt
#0  0x8fe12ee4 in __dyld_stub_binding_helper_interface ()
#1  0x01008000 in ?? ()
#2  0x0108e45d in XPTC_InvokeByIndex (that=0x1c3b690 methodIndex=3 paramCount=1 
params=0xbfffdb4c) at xptcinvoke_unixish_x86.cpp:147
#3  0x2b1bf00f in XPCWrappedNative::CallMethod (ccx=@0xbfffdd74 mode=CALL_GETTER) at 
xpcwrappednative.cpp:2139
#4  0x2b1e6297 in XPCWrappedNative::GetAttribute (ccx=@0xbfffdd74) at xpcwrappednativejsops.cpp:
1925
#5  0x2b1c6263 in XPC_WN_GetterSetter (cx=0x1c32280 obj=0x204b068 argc=0 argv=0x1c439c8 
vp=0xbfffdec4) at xpcwrappednativejsops.cpp:1476
#6  0x0054da41 in js_Invoke (cx=0x1c32280 argc=0 flags=2) at jsinterp.c:1177
#7  0x0054de69 in js_InternalInvoke (cx=0x1c32280 obj=0x204b068 fval=33862752 flags=0 
argc=0 argv=0x0 rval=0xbfffe9bc) at jsinterp.c:1274
#8  0x0054e149 in js_InternalGetOrSet (cx=0x1c32280 obj=0x204b068 id=29580784 
fval=33862752 mode=JSACC_READ argc=0 argv=0x0 rval=0xbfffe9bc) at jsinterp.c:1317
#9  0x0057a70e in js_GetProperty (cx=0x1c32280 obj=0x204b068 id=29580784 vp=0xbfffe9bc) at 
jsobj.c:2931
#10 0x0055e1a0 in js_Interpret (cx=0x1c32280 pc=0x1c434ad 5 result=0xbfffed80) at jsinterp.c:
3327
#11 0x0054e526 in js_Execute (cx=0x1c32280 chain=0x204af98 script=0x1c43450 down=0x0 
flags=0 result=0xbfffef10) at jsinterp.c:1407
#12 0x00512e20 in JS_ExecuteScript (cx=0x1c32280 obj=0x204af98 script=0x1c43450 
rval=0xbfffef10) at jsapi.c:4009
#13 0x2b1d35a2 in mozJSComponentLoader::GlobalForLocation (this=0x1c314d0 
aLocation=0x1c30f60 rel:jsconsole-clhandler.js aComponent=0x1c31600 aGlobal=0xbffff090) at 
mozJSComponentLoader.cpp:1567
#14 0x2b1d3803 in mozJSComponentLoader::ModuleForLocation (this=0x1c314d0 
registryLocation=0x1c30f60 rel:jsconsole-clhandler.js component=0x1c31600 status=<incomplete 
type>) at mozJSComponentLoader.cpp:917
#15 0x2b1d42be in mozJSComponentLoader::AttemptRegistration (this=0x1c314d0 
component=0x1c31600 deferred=0) at mozJSComponentLoader.cpp:755
#16 0x2b1d488b in mozJSComponentLoader::AutoRegisterComponent (this=0x1c314d0 when=0 
component=0x1c31600 registered=0xbffff304) at mozJSComponentLoader.cpp:682
#17 0x2b1d11f2 in mozJSComponentLoader::RegisterComponentsInDir (this=0x1c314d0 when=0 
dir=0x1c0e110) at mozJSComponentLoader.cpp:590
#18 0x2b1d128b in mozJSComponentLoader::AutoRegisterComponents (this=0x1c314d0 when=0 
aDirectory=0x1c0e110) at mozJSComponentLoader.cpp:546
#19 0x01062178 in nsComponentManagerImpl::AutoRegisterNonNativeComponents (this=0x1c0c910 
spec=0x1c0e110) at nsComponentManager.cpp:3262
#20 0x010647cf in nsComponentManagerImpl::AutoRegisterImpl (this=0x1c0c910 when=0 
inDirSpec=0x0 fileIsCompDir=1) at nsComponentManager.cpp:3232
#21 0x01064882 in nsComponentManagerImpl::AutoRegister (this=0x1c0c910 aSpec=0x0) at 
nsComponentManager.cpp:3404
#22 0x01010d3c in NS_InitXPCOM3_P (result=0xbffff738 binDirectory=0x1c0c3a0 
appFileLocationProvider=0xbffff768 staticComponents=0x54ab0 componentCount=1) at 
nsXPComInit.cpp:616
#23 0x00003433 in ScopedXPCOMStartup::Initialize (this=0xbffff738) at nsAppRunner.cpp:595
#24 0x00009259 in XRE_main (argc=1 argv=0xbffff8d4 aAppData=0x549e0) at nsAppRunner.cpp:
2141
#25 0x000024aa in main (argc=1 argv=0xbffff8d4) at nsBrowserApp.cpp:61
(gdb) 


Reproducible: Always

Steps to Reproduce:
1) Build Firefox with --disable-optimize --enable-debug and --disable-tests.
2) Run.
Actual Results:  
Firefox crashes.

Expected Results:  
Not crashing is often considered to be proper behavior.",critical
RELEASE_ENGINEERING-371325,"Items in our central config found at /tools/release/bootstrap.cfg should be automatically propagated to dependent tool configs.

As a part of the process care should be taken to check these new configs into some sort of source control to allow us to manage them systematically and see changesets.

Tools that would need to be configured as a part of release automation based on boostrap.cfg are:
patcher
tinderbox
bouncer
addons.mozilla.org
patcher

Others... ?",critical
CORE-159108,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.1b) Gecko/20020722
BuildID:    2002072204

On the test page the border on the top and left sides of the table disappears.
It actually appears as if the border disappears halfway in under the
content/background och the cells. If the border is 4px wide 2 pixels will be
visible at all sides of the table. If the border is 2px wide 1 pixel will be
visible at all sides etc. 1 pixel obviously becomes either 1 or 0 pixels.

Without border-collapse: collapse everything works as expected.

Reproducible: Always
Steps to Reproduce:
1. Load the test page.
2. Look at the borders around the table.

Actual Results:  The border is invisible (or width: < 1px) on the top and left
sides.

Expected Results:  There should be 1px borders on all sides.",minor
CORE-507991,"Created attachment 392225
testcase

I guess this might be related to bug 397596 no idea.
But since this has a different regression range I'm filing this as a new bug.

See testcase which crashes current trunk build (after hanging for a short while).
This seems to have regressed between 2009-05-19 and 2009-05-20:
http://hg.mozilla.org/mozilla-central/pushloghtml?startdate=2009-05-19+04%3A00%3A00&enddate=2009-05-20+09%3A00%3A00

http://crash-stats.mozilla.com/report/index/fdc0c72f-7bc3-47ed-a9f4-a013c2090803?p=1
0  	xul.dll  	nsSprocketLayout::PopulateBoxSizes  	 layout/xul/base/src/nsSprocketLayout.cpp:928
1 	xul.dll 	nsSprocketLayout::Layout 	layout/xul/base/src/nsSprocketLayout.cpp:249
2 	xul.dll 	nsBoxFrame::DoLayout 	layout/xul/base/src/nsBoxFrame.cpp:936
3 	xul.dll 	nsIFrame::Layout 	layout/xul/base/src/nsBox.cpp:543
4 	xul.dll 	nsSprocketLayout::Layout 	layout/xul/base/src/nsSprocketLayout.cpp:523
5 	xul.dll 	nsBoxFrame::DoLayout 	layout/xul/base/src/nsBoxFrame.cpp:936
6 	xul.dll 	nsBoxFrame::LayoutChildAt 	layout/xul/base/src/nsBoxFrame.cpp:2075
7 	xul.dll 	LayoutAndInvalidate 	layout/generic/nsGfxScrollFrame.cpp:2474
8 	xul.dll 	nsGfxScrollFrameInner::LayoutScrollbars 	layout/generic/nsGfxScrollFrame.cpp:2527
9 	xul.dll 	nsHTMLScrollFrame::Reflow 	layout/generic/nsGfxScrollFrame.cpp:871
10 	xul.dll 	xul.dll@0x3bb6fe",critical
